Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand
Delhi,2010,62000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,3.55,Honda
Chennai,2006,120000,Petrol,Automatic,Second,9.0,2997.0,218.0,5.0,,2.65,Honda
Mumbai,2016,53000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,33.36,17.85,Skoda
Coimbatore,2010,124313,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,7.96,Toyota
Pune,2015,26725,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,4.25,Maruti
Kolkata,2014,45617,Diesel,Manual,First,20.77,1248.0,88.76,7.0,,5.85,Maruti
Mumbai,2013,37000,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,,13.0,Mercedes-Benz
Kochi,2010,109147,Diesel,Manual,First,14.0,2498.0,112.0,8.0,,2.65,Mahindra
Ahmedabad,2014,59000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,4.75,Honda
Pune,2015,28000,Petrol,Manual,First,25.17,799.0,53.3,5.0,,2.65,Renault
Pune,2017,4700,Petrol,Manual,First,25.17,799.0,53.3,5.0,,3.0,Renault
Coimbatore,2014,72469,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,,32.52,Audi
Pune,2014,57539,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,,7.75,Hyundai
Delhi,2016,42000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,26.55,19.6,Toyota
Delhi,2010,62489,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,2.6,Hyundai
Mumbai,2013,51167,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.76,Volkswagen
Chennai,2012,130000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.75,Volkswagen
Mumbai,2007,63000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,,1.75,Honda
Bangalore,2011,60000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,,3.95,Hyundai
Pune,2005,123200,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,,1.0,Hyundai
Jaipur,2011,115692,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,,4.5,Skoda
Coimbatore,2011,87073,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,,17.23,Mercedes-Benz
Kochi,2015,40901,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,5.76,Hyundai
Coimbatore,2013,36264,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,4.32,Hyundai
Delhi,2009,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,1.9,Hyundai
Pune,2018,20000,Petrol,Manual,First,17.0,1198.0,74.0,5.0,,5.5,Volkswagen
Mumbai,2014,68400,Petrol,Automatic,First,12.98,2494.0,178.4,5.0,,13.5,Toyota
Bangalore,2013,71231,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,,9.75,Mahindra
Hyderabad,2011,75000,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,,9.44,Skoda
Mumbai,2018,1997,Petrol,Automatic,First,22.5,998.0,67.0,5.0,6.14,4.45,Maruti
Pune,2016,47300,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.96,8.85,Maruti
Delhi,2012,61449,Petrol,Manual,First,0.0,1086.0,62.0,5.0,,2.15,Hyundai
Kochi,2013,47910,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.89,Volkswagen
Hyderabad,2015,62000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,,6.25,Volkswagen
Chennai,2012,65060,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,4.8,Maruti
Jaipur,2008,82203,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,1.8,Hyundai
Kolkata,2013,44000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,7.25,Mahindra
Coimbatore,2014,53817,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.44,7.56,Maruti
Kochi,2013,61591,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,6.82,Mahindra
Jaipur,2011,86500,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,,1.8,Tata
Pune,2009,100000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,,11.5,Mercedes-Benz
Chennai,2010,87000,Petrol,Manual,First,15.6,1586.0,104.68,5.0,,2.8,Maruti
Hyderabad,2016,35000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,,5.5,Maruti
Kolkata,2016,6000,Petrol,Manual,First,20.63,1198.0,67.06,5.0,,2.7,Datsun
Jaipur,2014,59327,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,3.25,Ford
Coimbatore,2014,81001,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,,10.9,Skoda
Kochi,2014,44612,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,4.07,Hyundai
Ahmedabad,2016,42388,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,24.63,18.0,Toyota
Mumbai,2012,54000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,2.95,Honda
Mumbai,2011,83010,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,,7.5,Skoda
Coimbatore,2016,65405,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,,32.73,Mercedes-Benz
Delhi,2015,36000,Diesel,Automatic,Second,12.55,2982.0,168.7,7.0,,21.5,Toyota
Pune,2008,85000,Petrol,Manual,First,16.51,1586.0,103.2,5.0,,2.5,Maruti
Ahmedabad,2016,35000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,,5.5,Honda
Mumbai,2012,54000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,,7.5,Toyota
Mumbai,2007,70000,Petrol,Manual,First,16.9,1497.0,100.0,5.0,,1.55,Honda
Kolkata,2017,27001,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,50.26,29.0,BMW
Coimbatore,2019,41075,Diesel,Manual,First,28.4,1248.0,74.0,5.0,,8.4,Maruti
Hyderabad,2016,26000,Diesel,Manual,First,25.32,1198.0,77.0,6.0,,6.5,Mahindra
Mumbai,2010,55000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,,2.35,Honda
Mumbai,2016,19000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,5.55,Maruti
Mumbai,2016,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,,5.35,Hyundai
Chennai,2016,37000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,,5.25,Honda
Coimbatore,2017,38712,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.45,5.87,Hyundai
Kochi,2014,52400,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,5.36,Volkswagen
Bangalore,2016,23988,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,7.75,Maruti
Kochi,2014,32283,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,,5.41,Volkswagen
Bangalore,2010,52000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,3.65,Hyundai
Pune,2016,32000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,,5.25,Honda
Kolkata,2014,39000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,6.25,Honda
Coimbatore,2017,14149,Petrol,Manual,First,23.9,624.0,37.48,4.0,,3.47,Tata
Mumbai,2006,103000,Petrol,Automatic,First,10.13,3498.0,364.9,5.0,,8.85,Mercedes-Benz
Pune,2004,82000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,,0.85,Maruti
Mumbai,2015,34000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,13.65,Skoda
Coimbatore,2016,45180,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,,50.22,Audi
Ahmedabad,2018,2000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,8.16,7.75,Maruti
Coimbatore,2011,82321,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,10.05,Toyota
Kolkata,2011,7000,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,,9.75,BMW
Delhi,2015,27000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,,23.0,Mercedes-Benz
Coimbatore,2019,31271,Diesel,Manual,First,13.68,2393.0,147.8,8.0,24.01,21.42,Toyota
Jaipur,2003,55000,Petrol,Manual,Third,15.9,1298.0,,5.0,,0.7,Maruti
Delhi,2014,24000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,5.21,Maruti
Hyderabad,2009,147000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,7.5,Toyota
Delhi,2012,72351,Diesel,Manual,First,23.59,1364.0,,5.0,,2.65,Toyota
Chennai,2010,115000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,,1.75,Chevrolet
Jaipur,2010,82000,Diesel,Manual,Second,13.8,1399.0,68.0,5.0,,1.0,Ford
Delhi,2016,20000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,,33.0,Mercedes-Benz
Kolkata,2011,45560,Petrol,Manual,First,17.6,1496.0,88.73,5.0,,2.2,Toyota
Kochi,2017,57539,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,12.83,Toyota
Kochi,2018,20004,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,,68.94,BMW
Mumbai,2012,54500,Diesel,Manual,First,21.13,1498.0,108.4,5.0,13.72,4.1,Skoda
Jaipur,2016,27886,Petrol,Manual,First,22.0,814.0,55.0,5.0,,2.85,Hyundai
Mumbai,2007,66000,Petrol,Automatic,First,11.1,2354.0,158.8,5.0,,3.7,Honda
Coimbatore,2013,72202,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,,9.06,Skoda
Delhi,2011,70000,Petrol,Manual,Second,13.4,1798.0,157.8,5.0,,4.75,Skoda
Jaipur,2015,78233,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,6.6,Honda
Chennai,2007,120203,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,,3.5,Tata
Pune,2011,20575,Petrol,Manual,First,19.0,998.0,67.1,5.0,,2.0,Maruti
Mumbai,2013,39879,Petrol,Manual,First,17.8,1198.0,86.7,5.0,,3.89,Honda
Jaipur,2017,31056,Petrol,Manual,First,23.01,999.0,67.0,5.0,,3.6,Renault
Mumbai,2015,50940,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,,6.95,Maruti
Coimbatore,2016,99362,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,7.03,Hyundai
Ahmedabad,2016,54000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,23.14,16.5,Toyota
Coimbatore,2016,54268,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,7.67,Maruti
Coimbatore,2012,94521,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,,23.19,Jaguar
Kochi,2017,38932,Petrol,Manual,First,19.1,1197.0,82.0,5.0,,6.21,Hyundai
Coimbatore,2015,60395,Diesel,Automatic,First,16.12,2967.0,245.0,5.0,,45.82,Porsche
Mumbai,2016,29000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,5.95,Hyundai
Delhi,2011,58000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,,11.0,Audi
Coimbatore,2016,60913,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,7.19,Maruti
Delhi,2011,65000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,6.4,Toyota
Chennai,2015,26000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,,26.0,Mercedes-Benz
Hyderabad,2016,19947,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,4.5,Hyundai
Chennai,2011,70816,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,,3.1,Hyundai
Delhi,2015,54000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,,5.95,Maruti
Delhi,2008,138000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,,1.2,Maruti
Chennai,2014,35000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,,52.0,BMW
Bangalore,2015,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,,48.0,Audi
Hyderabad,2011,124652,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,,21.99,BMW
Hyderabad,2013,80264,Petrol,Manual,First,21.1,1197.0,85.8,5.0,,4.3,Maruti
Pune,2013,125600,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,3.75,Nissan
Mumbai,2015,49000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,,8.95,Toyota
Pune,2012,111000,Diesel,Manual,First,23.59,1364.0,67.1,5.0,,4.75,Toyota
Coimbatore,2016,33690,Petrol,Manual,First,14.28,1798.0,138.03,5.0,,14.6,Toyota
Mumbai,2012,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,17.5,Audi
Kolkata,2012,38092,Diesel,Manual,First,20.77,1248.0,88.8,7.0,,5.2,Maruti
Coimbatore,2017,47774,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,6.04,Hyundai
Chennai,2009,167000,Diesel,Manual,Second,19.09,1396.0,69.0,5.0,,2.7,Tata
Chennai,2019,65000,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,,6.75,Maruti
Kolkata,2011,46000,Petrol,Manual,First,15.26,1598.0,103.5,5.0,,2.35,Volkswagen
Hyderabad,2017,16500,Petrol,Manual,First,23.84,1199.0,84.0,5.0,6.29,5.0,Tata
Kolkata,2016,39000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,6.95,Honda
Jaipur,2018,6000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,8.18,6.7,Honda
Hyderabad,2015,60000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,25.0,Audi
Chennai,2011,97320,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,,3.75,Volkswagen
Chennai,2011,99807,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,3.75,Volkswagen
Pune,2013,46000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.1,Honda
Mumbai,2010,12000,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.04,2.45,Maruti
Kolkata,2005,13002,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,,3.25,Skoda
Kolkata,2014,26000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,5.5,Honda
Kochi,2014,68365,CNG,Manual,First,26.6,998.0,58.16,5.0,,3.77,Maruti
Coimbatore,2016,27833,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,,49.24,Mercedes-Benz
Kochi,2016,51639,Petrol,Manual,First,22.74,796.0,47.3,5.0,,3.04,Maruti
Delhi,2015,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,4.9,Hyundai
Bangalore,2013,90000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.25,Ford
Hyderabad,2015,36255,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,,33.0,BMW
Chennai,2011,58000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,,27.0,BMW
Coimbatore,2014,48997,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,,5.21,Honda
Mumbai,2014,31130,Petrol,Manual,First,15.85,1499.0,110.4,5.0,,5.75,Ford
Coimbatore,2012,75668,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,,16.58,Jaguar
Delhi,2015,12000,Petrol,Manual,First,14.53,1798.0,138.0,5.0,,11.0,Toyota
Pune,2014,90000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,,2.8,Hyundai
Kochi,2019,17320,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,,37.99,Mercedes-Benz
Delhi,2011,85000,Diesel,Manual,Second,20.0,1968.0,108.5,5.0,,3.65,Skoda
Hyderabad,2007,130000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,,6.0,Ford
Coimbatore,2013,60328,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,4.54,Ford
Kochi,2015,34327,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,5.4,Honda
Mumbai,2014,75000,Diesel,Manual,First,19.1,1405.0,70.0,5.0,,3.3,Tata
Hyderabad,2012,86000,Diesel,Automatic,Second,14.7,1985.0,163.0,5.0,,18.25,Volvo
Bangalore,2017,12000,Petrol,Manual,First,22.7,799.0,53.0,5.0,,3.1,Datsun
Kochi,2013,57759,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.84,Hyundai
Kolkata,2016,24300,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.44,Maruti
Bangalore,2011,66000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,,3.6,Volkswagen
Mumbai,2015,75915,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.9,Hyundai
Chennai,2013,107000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,,2.9,Nissan
Chennai,2008,86000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,,3.5,Toyota
Chennai,2009,160000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,,3.5,Hyundai
Jaipur,2019,3000,Petrol,Manual,First,24.7,796.0,47.3,5.0,,3.5,Maruti
Hyderabad,2015,72495,Diesel,Manual,First,21.9,1396.0,88.76,5.0,,7.0,Hyundai
Chennai,2016,33000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,,8.7,Hyundai
Hyderabad,2014,60000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,,45.0,Audi
Hyderabad,2016,80103,Diesel,Manual,First,25.0,1396.0,69.0,5.0,,1.8,Tata
Kolkata,2007,42100,Petrol,Manual,First,18.0,995.0,62.0,5.0,,0.99,Chevrolet
Kolkata,2018,4500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.4,4.8,Hyundai
Mumbai,2014,97000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,,17.95,Toyota
Chennai,2016,50000,Electric,Automatic,First,,72.0,41.0,5.0,13.58,13.0,Mahindra
Kochi,2017,51223,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.48,5.66,Hyundai
Delhi,2009,64000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.1,Honda
Kochi,2016,56911,Petrol,Manual,First,18.6,1197.0,81.86,5.0,,6.54,Hyundai
Hyderabad,2015,147848,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,13.2,Toyota
Kochi,2018,21290,Petrol,Automatic,First,13.0,4951.0,395.0,4.0,83.92,56.8,Ford
Kochi,2019,14076,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.74,19.4,Toyota
Ahmedabad,2007,75180,Petrol,Manual,First,18.2,1061.0,64.0,5.0,,1.65,Maruti
Jaipur,2013,92000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,,4.35,Maruti
Hyderabad,2015,57266,Diesel,Manual,First,20.5,1248.0,91.72,5.0,,6.5,Fiat
Delhi,2007,64000,Petrol,Manual,First,18.2,998.0,67.1,5.0,,1.11,Maruti
Mumbai,2013,41000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,5.5,Renault
Delhi,2012,45999,Diesel,Manual,First,10.5,2835.0,107.2,6.0,,11.0,Mitsubishi
Pune,2015,50000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,3.9,Maruti
Pune,2013,70000,Diesel,Manual,First,17.88,1405.0,48.21,5.0,,1.8,Tata
Kochi,2016,37540,Petrol,Manual,First,18.6,1197.0,81.86,5.0,,6.22,Hyundai
Hyderabad,2014,44000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,4.3,Maruti
Hyderabad,2017,22500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.82,5.99,Hyundai
Delhi,2017,17431,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.0,Hyundai
Delhi,2014,61566,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,5.85,Hyundai
Kochi,2014,61730,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,,19.94,Land
Chennai,2009,68000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,,2.9,Maruti
Mumbai,2014,29000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.25,Honda
Hyderabad,2010,156210,Diesel,Manual,First,21.43,1364.0,87.2,5.0,,5.99,Toyota
Kolkata,2013,46500,Diesel,Manual,First,27.4,1498.0,98.6,5.0,8.54,3.3,Honda
Coimbatore,2009,52830,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,,8.08,Audi
Jaipur,2017,39867,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.44,4.5,Maruti
Hyderabad,2014,58972,Diesel,Manual,First,24.2,1498.0,98.6,7.0,,6.5,Honda
Bangalore,2006,66000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,,3.9,Honda
Delhi,2013,52000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,5.25,Hyundai
Bangalore,2014,58000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,,17.0,Hyundai
Ahmedabad,2012,58000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,,3.5,Hyundai
Hyderabad,2008,75000,Diesel,Manual,Second,17.7,1399.0,68.0,5.0,,3.0,Ford
Coimbatore,2015,41008,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,,4.87,Hyundai
Jaipur,2014,65000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,6.0,Hyundai
Mumbai,2015,19000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,36.94,15.5,Skoda
Pune,2008,74000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,,1.6,Ford
Pune,2017,33000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,,7.25,Maruti
Mumbai,2010,95000,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,,3.25,Skoda
Kolkata,2012,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,11.16,3.4,Volkswagen
Coimbatore,2014,102865,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,,30.5,Audi
Kochi,2016,52378,Petrol,Manual,First,17.0,1591.0,121.3,5.0,13.6,7.97,Hyundai
Delhi,2012,38000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,,13.51,Mercedes-Benz
Kochi,2015,60334,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,5.43,Honda
Chennai,2010,107000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,,2.6,Ford
Bangalore,2013,445000,Petrol,Manual,First,18.5,1197.0,82.9,5.0,,4.45,Hyundai
Kolkata,2017,2196,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.75,Maruti
Kolkata,2010,24000,Petrol,Automatic,First,10.6,2996.0,258.0,5.0,,8.75,BMW
Coimbatore,2015,44846,Petrol,Manual,Second,14.6,1368.0,88.7,5.0,,5.41,Fiat
Kochi,2018,64035,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,10.7,8.55,Maruti
Mumbai,2014,45600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,8.25,Mahindra
Kochi,2014,102001,Diesel,Automatic,First,11.1,2400.0,200.0,7.0,,23.58,Volvo
Coimbatore,2014,47439,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,4.49,Hyundai
Hyderabad,2010,193254,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,12.99,Toyota
Bangalore,2016,29000,Petrol,Automatic,First,21.9,624.0,37.48,4.0,,2.8,Tata
Coimbatore,2016,51681,Diesel,Manual,First,19.98,1461.0,108.5,8.0,,8.43,Renault
Hyderabad,2015,50000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,,47.5,Audi
Mumbai,2016,42666,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,8.95,Honda
Jaipur,2013,65000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,,5.5,Renault
Jaipur,2014,18776,Petrol,Manual,First,17.8,1198.0,86.7,5.0,,4.75,Honda
Jaipur,2016,6714,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.75,Honda
Pune,2009,40000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,,9.5,BMW
Coimbatore,2011,88539,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.77,Maruti
Delhi,2012,65055,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,,4.25,Honda
Mumbai,2014,23000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,,19.9,BMW
Chennai,2009,60000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,,4.0,Volkswagen
Kochi,2013,59350,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,4.16,Maruti
Bangalore,2015,19000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,,38.0,Jaguar
Kochi,2016,45560,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,,6.34,Hyundai
Pune,2009,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,4.5,Toyota
Chennai,2016,55000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.87,3.75,Maruti
Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,,10.2,Audi
Chennai,2007,145000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,5.0,Toyota
Mumbai,2008,46810,Petrol,Manual,First,9.8,1995.0,163.5,5.0,,3.95,Maruti
Coimbatore,2016,62767,Diesel,Manual,First,20.34,1498.0,103.2,5.0,,9.75,Volkswagen
Kochi,2018,18553,Petrol,Manual,First,18.6,1197.0,81.86,5.0,,7.93,Hyundai
Hyderabad,2011,143143,Diesel,Manual,First,17.8,1399.0,67.0,5.0,,2.1,Ford
Coimbatore,2015,53497,Diesel,Manual,First,13.5,2477.0,175.56,7.0,34.6,16.42,Mitsubishi
Bangalore,2011,148000,Diesel,Manual,Second,14.66,2199.0,194.3,7.0,,8.9,Hyundai
Pune,2012,95000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,7.21,Mahindra
Chennai,2015,100000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,13.5,Toyota
Chennai,2016,29000,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,92.79,65.0,Mercedes-Benz
Bangalore,2014,87000,Diesel,Manual,First,12.05,2179.0,120.0,7.0,,7.4,Mahindra
Kochi,2014,56838,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,5.15,Honda
Pune,2013,100000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,,32.0,Mercedes-Benz
Kolkata,2011,125000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.25,Honda
Kolkata,2017,17000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,5.8,3.95,Maruti
Pune,2013,70000,Petrol,Manual,Second,15.4,1193.0,65.0,5.0,,1.5,Tata
Pune,2010,50000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,,3.0,Hyundai
Kolkata,2010,39800,Petrol,Manual,First,16.0,1198.0,90.0,5.0,,1.99,Honda
Kolkata,2010,60000,Petrol,Manual,First,19.0,998.0,66.1,5.0,,1.35,Maruti
Hyderabad,2009,58000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,,13.5,BMW
Hyderabad,2010,110009,Diesel,Manual,First,17.67,1968.0,138.08,5.0,,6.99,Skoda
Hyderabad,2013,85000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,,8.5,Nissan
Pune,2010,84000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,,2.89,Volkswagen
Mumbai,2011,51000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,47.87,10.5,BMW
Kochi,2013,68880,Petrol,Manual,First,16.95,1498.0,97.7,5.0,,3.97,Nissan
Chennai,2017,5500,Petrol,Automatic,First,24.07,998.0,67.1,5.0,,4.25,Maruti
Coimbatore,2016,40052,Petrol,Manual,First,21.1,1197.0,85.8,5.0,,6.17,Maruti
